案類,發生日期,發生時段,發生地點
住宅竊盜,1060907,00~02,臺北市大同區永樂里西寧北路61~90號
住宅竊盜,1060909,14~16,臺北市中山區民族東路541~570號
住宅竊盜,1060909,22~24,臺北市中正區東門里徐州路18巷1~30號
住宅竊盜,1060910,04~06,臺北市士林區天祿里士東路89巷1~30號
住宅竊盜,1060911,20~22,臺北市士林區明勝里承德路4段10巷91~120號
住宅竊盜,1060911,20~22,臺北市松山區八德路3段151~180號
住宅竊盜,1060912,18~20,臺北市南港區南港里重陽路301~330號
住宅竊盜,1060912,22~24,臺北市信義區松友里虎林街272巷1~30號
住宅竊盜,1060913,10~12,臺北市大安區大安路1段31巷1~30號
住宅竊盜,1060913,22~24,臺北市萬華區和平西路3段361~390號
住宅竊盜,1060915,20~22,臺北市大安區新龍里2鄰瑞安街208巷24弄1~30號
住宅竊盜,1060915,22~24,臺北市文山區興福里22鄰景華路147巷1弄1~30號
住宅竊盜,1060917,18~20,臺北市中山區林森北路119巷1~30號
住宅竊盜,1060918,10~12,臺北市萬華區莒光路300巷6弄1~30號
住宅竊盜,1060919,12~14,臺北市中山區合江街61巷1~30號
住宅竊盜,1060919,18~20,臺北市大安區全安里安和路2段209巷1~30號
住宅竊盜,1060919,20~22,臺北市北投區建民里明德路67巷1~30號
住宅竊盜,1060920,14~16,臺北市信義區永春里忠孝東路5段743巷21弄1~30號
住宅竊盜,1060921,04~06,臺北市萬華區長泰街211~240號
住宅竊盜,1060922,12~14,臺北市北投區尊賢里尊賢街224巷1~30號
住宅竊盜,1060923,12~14,臺北市士林區葫蘆里延平北路5段231巷1~30號
住宅竊盜,1060926,00~02,臺北市士林區社新里社子街115巷1~30號
住宅竊盜,1060926,14~16,臺北市萬華區莒光路241~270號
住宅竊盜,1060928,00~02,臺北市內湖區內湖路2段29巷11弄1~30號
住宅竊盜,1060928,10~12,臺北市中山區德惠街167巷1~30號
住宅竊盜,1060930,00~02,臺北市中山區興安街91~120號
住宅竊盜,1061001,00~02,臺北市內湖區內湖路2段29巷11弄1~30號
住宅竊盜,1061001,08~10,臺北市中正區忠勤里中華路2段315巷1~30號
住宅竊盜,1061001,16~18,臺北市松山區八德路4段211~240號
住宅竊盜,1061002,08~10,臺北市大安區群英里和平東路3段1巷26弄1~30號
住宅竊盜,1061002,20~22,臺北市萬華區洛陽街31~60號
住宅竊盜,1061003,00~02,臺北市文山區樟新里013鄰木新路3段243巷4弄1~30號
住宅竊盜,1061003,00~02,臺北市南港區九如里研究院路4段181~210號
住宅竊盜,1061004,06~08,臺北市萬華區武成街63巷12弄1~30號
住宅竊盜,1061004,08~10,臺北市信義區永吉里永吉路443巷11弄1~30號
住宅竊盜,1061004,10~12,臺北市萬華區大理街61~90號
住宅竊盜,1061004,10~12,臺北市信義區永吉里永吉路459巷7弄1~30號
住宅竊盜,1061005,00~02,臺北市士林區蘭雅里中山北路6段290巷29弄1~30號
住宅竊盜,1061005,04~06,臺北市大安區民輝里建國南路1段1~30號
住宅竊盜,1061006,12~14,臺北市士林區後港里承德路4段292巷11弄1~30號
住宅竊盜,1061006,16~18,臺北市中正區永功里汀州路1段331~360號
住宅竊盜,1061006,20~22,臺北市中正區螢圃里12鄰牯嶺街121~150號
住宅竊盜,1061006,20~22,臺北市士林區後港里承德路4段292巷11弄1~30號
住宅竊盜,1061007,16~18,臺北市北投區裕民里東華街1段361~390號
住宅竊盜,1061010,18~20,臺北市南港區九如里研究院路3段61~90號
住宅竊盜,1061011,06~08,臺北市信義區林口街31~60號
住宅竊盜,1061011,06~08,臺北市中正區螢雪里重慶南路3段146巷1~30號
住宅竊盜,1061011,12~14,臺北市中正區水源里汀州路3段181~210號
住宅竊盜,1061012,20~22,臺北市士林區蘭雅里1鄰德行東路129巷1弄1~30號
住宅竊盜,1061013,14~16,臺北市內湖區成功路2段426巷61~90號
住宅竊盜,1061014,16~18,臺北市內湖區五分里10鄰東湖路160巷10弄31~60號
住宅竊盜,1061015,06~08,臺北市南港區興華路91~120號
住宅竊盜,1061015,12~14,臺北市大安區龍雲里9鄰大安路2段91~120號
住宅竊盜,1061016,16~18,臺北市松山區撫遠街421~450號
住宅竊盜,1061017,08~10,臺北市南港區九如里研究院路3段68巷1~30號
住宅竊盜,1061017,12~14,臺北市內湖區成功路5段61~90號
住宅竊盜,1061017,14~16,臺北市北投區清江里崇仁路1段136巷1弄1~30號
住宅竊盜,1061017,14~16,臺北市大安區車層里仁愛路4段345巷2弄1~30號
住宅竊盜,1061017,20~22,臺北市松山區新東街31~60號
住宅竊盜,1061017,20~22,臺北市南港區聯成里忠孝東路6段211~240號
住宅竊盜,1061018,08~10,臺北市內湖區安康路391~420號
住宅竊盜,1061019,08~10,臺北市中山區中山北路3段31~60號
住宅竊盜,1061019,12~14,臺北市士林區翠山里中社路2段79巷1~30號
住宅竊盜,1061020,22~24,臺北市南港區忠孝東路6段225巷1弄1~30號
住宅竊盜,1061022,02~04,臺北市士林區蘭雅里中山北路6段290巷7弄1~30號
住宅竊盜,1061023,06~08,臺北市中山區南京東路2段21巷31~60號
住宅竊盜,1061023,22~24,臺北市南港區鴻福里玉成街201巷8弄1~30號
住宅竊盜,1061025,18~20,臺北市南港區三重里經貿二路151~180號
住宅竊盜,1061026,06~08,臺北市信義區松友里信義路6段76巷2弄91~120號
住宅竊盜,1061027,02~04,臺北市士林區蘭雅里士東路120巷22弄1~30號
住宅竊盜,1061027,04~06,臺北市內湖區週美里新明路380巷4弄1~30號
住宅竊盜,1061101,00~02,臺北市大同區哈密街68巷1~30號
住宅竊盜,1061101,12~14,臺北市大安區民輝里仁愛路3段5巷3弄1~30號
住宅竊盜,1061102,02~04,臺北市大安區和安里建國南路1段301~330號
住宅竊盜,1061102,14~16,臺北市士林區社子里社中街156巷31~60號
住宅竊盜,1061104,08~10,臺北市大同區大龍街89巷1~30號
住宅竊盜,1061104,12~14,臺北市士林區聖山里德行東路241~270號
住宅竊盜,1061105,14~16,臺北市南港區萬福里同德路31~60號
住宅竊盜,1061105,16~18,臺北市松山區寧安街9巷1~30號
住宅竊盜,1061106,20~22,臺北市文山區萬興里025鄰新光路1段121~150號
住宅竊盜,1061107,04~06,臺北市士林區聖山里忠誠路1段151~180號
住宅竊盜,1061107,08~10,臺北市北投區中央里光明路2巷1~30號
住宅竊盜,1061107,10~12,臺北市文山區華興里002鄰試院路144巷4弄1~30號
住宅竊盜,1061108,18~20,臺北市北投區中庸里大同街211~240號
住宅竊盜,1061110,08~10,臺北市大安區信義路3段31~60號
住宅竊盜,1061111,12~14,臺北市大安區光武里市民大道4段31~60號
住宅竊盜,1061113,10~12,臺北市士林區三玉里忠誠路2段1~30號
住宅竊盜,1061113,10~12,臺北市大同區建功里重慶北路1段83巷4弄31~60號
住宅竊盜,1061115,08~10,臺北市內湖區內湖路1段47巷8弄31~60號
住宅竊盜,1061115,16~18,臺北市松山區南京東路5段123巷8弄1~30號
住宅竊盜,1061115,16~18,臺北市內湖區東湖路160巷10弄31~60號
住宅竊盜,1061115,18~20,臺北市文山區木柵里029鄰木柵路3段91~120號
住宅竊盜,1061116,16~18,臺北市松山區南京東路5段123巷6弄1~30號
住宅竊盜,1061117,02~04,臺北市北投區稻香里稻香路73巷1~30號
住宅竊盜,1061117,06~08,臺北市大安區住安里信義路4段61~90號
住宅竊盜,1061118,14~16,臺北市北投區桃源里中央北路3段91~120號
住宅竊盜,1061118,20~22,臺北市士林區福安里11鄰延平北路8段2巷211~240號
住宅竊盜,1061119,04~06,臺北市文山區明義里017鄰興隆路4段109巷31~60號
住宅竊盜,1061120,12~14,臺北市大安區黎孝里安居街46巷1~30號
住宅竊盜,1061120,14~16,臺北市松山區南京東路5段59巷29弄1~30號
住宅竊盜,1061121,10~12,臺北市南港區成福路臨298號
住宅竊盜,1061121,10~12,臺北市南港區中南里中南街42巷31~60號
住宅竊盜,1061123,00~02,臺北市中正區文盛里羅斯福路4段24巷1~30號
住宅竊盜,1061123,18~20,臺北市中正區永春街236之1~30號
住宅竊盜,1061123,18~20,臺北市中正區永春街236之1~30號
住宅竊盜,1061125,10~12,臺北市北投區石牌里致遠一路1段61~90號
住宅竊盜,1061125,16~18,臺北市士林區葫東里葫蘆街70巷1~30號
住宅竊盜,1061126,16~18,臺北市中山區新生北路3段1~30號
住宅竊盜,1061127,10~12,臺北市中山區新生北路2段41巷31~60號
住宅竊盜,1061127,16~18,臺北市信義區國業里虎林街232巷1~30號
住宅竊盜,1061128,16~18,臺北市南港區東新街108巷1~30號
住宅竊盜,1061128,18~20,臺北市中山區錦州街91~120號
住宅竊盜,1061128,18~20,臺北市北投區立農里立農街1段391~420號
住宅竊盜,1061130,04~06,臺北市松山區敦化南路1段100巷7弄31~60號
住宅竊盜,1061130,16~18,臺北市北投區尊賢里尊賢街264巷31~60號
住宅竊盜,1061201,06~08,臺北市內湖區康寧路1段47巷1~30號
住宅竊盜,1061201,08~10,臺北市中正區新營里寧波東街9段1~30號
住宅竊盜,1061203,02~04,臺北市北投區建民里文林北路60巷3弄1~30號
住宅竊盜,1061204,12~14,臺北市中正區中華路2段315巷4弄1~30號
住宅竊盜,1061205,12~14,臺北市文山區景華里景興路96巷31~60號
住宅竊盜,1061207,08~10,臺北市士林區社子里社正路1~30號
住宅竊盜,1061210,18~20,臺北市信義區中坡里福德街137巷11弄1~30號
住宅竊盜,1061212,08~10,臺北市北投區榮光里致遠一路2段31~60號
住宅竊盜,1061213,10~12,臺北市文山區興泰里辛亥路4段222巷19弄1~30號
住宅竊盜,1061213,22~24,臺北市南港區東新里興華路114巷1~30號
住宅竊盜,1061214,10~12,臺北市大同區華亭街31~60號
住宅竊盜,1061215,16~18,臺北市大安區龍圖里13鄰瑞安街154巷31~60號
住宅竊盜,1061216,04~06,臺北市中山區吉林路361~390號
住宅竊盜,1061216,12~14,臺北市中山區吉林路343巷31~60號
住宅竊盜,1061216,22~24,臺北市中正區永昌里汀州路1段181~210號
住宅竊盜,1061217,04~06,臺北市信義區景新里莊敬路178巷1~30號
住宅竊盜,1061219,18~20,臺北市中正區忠勤里中華路2段307巷1~30號
住宅竊盜,1061220,00~02,臺北市萬華區廣州街91~120號
住宅竊盜,1061221,10~12,臺北市內湖區新明路380巷6弄1~30號
住宅竊盜,1061222,20~22,臺北市信義區五全里松信路91~120號
住宅竊盜,1061222,22~24,臺北市中正區河堤里汀州路2段211~240號
住宅竊盜,1061225,14~16,臺北市大安區群賢里和平東路2段311巷34弄1~30號
住宅竊盜,1061227,14~16,臺北市南港區三重路1~30號
住宅竊盜,1061228,08~10,臺北市大安區群賢里四維路208巷1~30號
住宅竊盜,1061228,14~16,臺北市南港區玉成路1~30號
住宅竊盜,1061228,22~24,臺北市信義區泰和里吳興街583巷4弄1~30號
住宅竊盜,1061229,12~14,臺北市內湖區成功路四段61巷22弄1~30號
住宅竊盜,1061230,16~18,臺北市信義區西村里基隆路1段331~360號
住宅竊盜,1061231,00~02,臺北市中山區
住宅竊盜,1061231,06~08,臺北市文山區順興里013鄰木新路3段1~30號
住宅竊盜,1061231,10~12,臺北市中山區南京東路2段1~30號
住宅竊盜,1070101,00~02,臺北市中山區國中路151~180號
住宅竊盜,1070101,12~14,臺北市文山區興隆路2段78巷4弄1~30號
住宅竊盜,1070102,08~10,臺北市中山區中山北路2段77巷1~30號
住宅竊盜,1070103,06~08,臺北市中正區林興里水源路25巷1~30號
住宅竊盜,1070103,08~10,臺北市中正區新生南路1段1~30號
住宅竊盜,1070103,08~10,臺北市萬華區東園街85巷2弄1~30號
住宅竊盜,1070103,20~22,臺北市松山區塔悠路61~90號
住宅竊盜,1070104,00~02,臺北市大安區黎元里臥龍街188巷1~30號
住宅竊盜,1070107,14~16,臺北市北投區林泉里泉源路61~90號
住宅竊盜,1070109,04~06,臺北市萬華區東園街35巷61~90號
住宅竊盜,1070109,20~22,臺北市萬華區漢口街2段109巷1~30號
住宅竊盜,1070110,02~04,臺北市士林區天母里士東路91巷31~60號
住宅竊盜,1070111,00~02,臺北市中正區光復里博愛路91~120號
住宅竊盜,1070111,02~04,臺北市信義區長春里忠孝東路5段423巷31~60號
住宅竊盜,1070111,10~12,臺北市士林區葫東里延平北路5段224巷31~60號
住宅竊盜,1070114,02~04,臺北市士林區蘭雅里忠誠路2段10巷1~30號
住宅竊盜,1070115,08~10,臺北市中山區新生北路2段41巷31~60號
住宅竊盜,1070115,12~14,臺北市文山區政大里015鄰政大二街260巷1~30號
住宅竊盜,1070115,18~20,臺北市大同區長安西路271~300號
住宅竊盜,1070116,16~18,臺北市內湖區成功路2段312巷1~30號
住宅竊盜,1070117,12~14,臺北市中山區新生北路1段108之1~30號
住宅竊盜,1070117,18~20,臺北市中山區新生北路1段108之1~30號
住宅竊盜,1070120,12~14,臺北市中山區林森北路391~420號
住宅竊盜,1070120,12~14,臺北市北投區文林里文林北路80巷59弄1~30號
住宅竊盜,1070120,16~18,臺北市信義區景勤里吳興街220巷1~30號
住宅竊盜,1070121,18~20,臺北市北投區智仁里杏林二路91~120號
住宅竊盜,1070122,08~10,臺北市內湖區西康里21鄰內湖路1段217巷1~30號
住宅竊盜,1070123,10~12,臺北市內湖區成功路4段331~360號
住宅竊盜,1070124,00~02,臺北市北投區吉利里吉利街164巷1弄1~30號
住宅竊盜,1070124,18~20,臺北市萬華區西藏路151~180號
住宅竊盜,1070125,00~02,臺北市內湖區江南街91~120號
住宅竊盜,1070125,18~20,臺北市北投區立賢里承德路7段280巷1~30號
住宅竊盜,1070127,20~22,臺北市萬華區桂林路244巷61~90號
住宅竊盜,1070201,08~10,臺北市文山區忠順里016鄰忠順街2段61~90號
住宅竊盜,1070201,14~16,臺北市中正區黎明里公園路20巷1~30號
住宅竊盜,1070203,12~14,臺北市大同區延平北路2段272巷31~60號
住宅竊盜,1070203,12~14,臺北市士林區德行里福華路166巷1~30號
住宅竊盜,1070205,08~10,臺北市中正區螢雪里詔安街31~60號
住宅竊盜,1070206,08~10,臺北市北投區林泉里新民路31~60號
住宅竊盜,1070207,12~14,臺北市大安區建安里敦化南路1段187巷1~30號
住宅竊盜,1070208,06~08,臺北市萬華區西寧南路241~270號
住宅竊盜,1070209,10~12,臺北市萬華區大理街160巷23弄31~60號
住宅竊盜,1070209,10~12,臺北市大安區誠安里忠孝東路3段251巷12弄1~30號
住宅竊盜,1070209,20~22,臺北市萬華區峨嵋街91~120號
住宅竊盜,1070210,20~22,臺北市大安區誠安里忠孝東路3段251巷3弄1~30號
住宅竊盜,1070211,06~08,臺北市北投區泉源里登山路121~150號
住宅竊盜,1070211,06~08,臺北市中正區忠勤里中華路2段313巷31~60號
住宅竊盜,1070212,00~02,臺北市松山區延壽街421~450號
住宅竊盜,1070213,08~10,臺北市中山區中山北路2段65巷1~30號
住宅竊盜,1070213,14~16,臺北市內湖區民權東路6段136巷39弄1~30號
住宅竊盜,1070214,00~02,臺北市中山區林森北路391~420號
住宅竊盜,1070214,20~22,臺北市中正區富水里汀州路3段31~60號
住宅竊盜,1070215,12~14,臺北市南港區中南街151~180號
住宅竊盜,1070217,00~02,臺北市北投區一德里中央北路4段18巷31~60號
住宅竊盜,1070217,06~08,臺北市大安區建安里敦化南路1段151~180號
住宅竊盜,1070217,16~18,臺北市大同區大有里延平北路2段200巷1~30號
住宅竊盜,1070217,18~20,臺北市中正區忠勤里中華路2段315巷4弄1~30號
住宅竊盜,1070218,10~12,臺北市南港區忠孝東路6段91~120號
住宅竊盜,1070218,12~14,臺北市南港區忠孝東路7段601~630號
住宅竊盜,1070218,12~14,臺北市文山區木柵里007鄰木柵路3段85巷8弄1~30號
住宅竊盜,1070219,00~02,臺北市中山區吉林路51巷9~1號
住宅竊盜,1070219,00~02,臺北市內湖區陽光街68巷151~180號
住宅竊盜,1070219,18~20,臺北市信義區安康里虎林街164巷60弄1~30號
住宅竊盜,1070220,00~02,臺北市萬華區中華路1段61~90號
住宅竊盜,1070224,12~14,臺北市大安區光武里敦化南路1段160巷1~30號
住宅竊盜,1070301,08~10,臺北市中正區汀州路140巷31~60號
住宅竊盜,1070301,10~12,臺北市松山區光復南路13巷1~30號
住宅竊盜,1070301,16~18,臺北市北投區關渡里知行路260巷31~60號
住宅竊盜,1070301,20~22,臺北市中山區新生北路2段137巷31~60號
住宅竊盜,1070302,12~14,臺北市大安區錦華里羅斯福路2段31~60號
住宅竊盜,1070303,14~16,臺北市南港區玉成街201巷4弄1~30號
住宅竊盜,1070304,06~08,臺北市南港區重陽路166巷1~30號
住宅竊盜,1070305,00~02,臺北市中正區河堤里汀州路2段211~240號
住宅竊盜,1070305,10~12,臺北市士林區福中里福港街91~120號
住宅竊盜,1070306,16~18,臺北市文山區萬祥里5鄰羅斯福路5段211巷17弄1~30號
住宅竊盜,1070308,18~20,臺北市北投區裕民里懷德街11巷1~30號
住宅竊盜,1070309,14~16,臺北市大安區龍安里和平東路1段183巷3弄1~30號
住宅竊盜,1070310,00~02,臺北市內湖區成功路4段61巷8弄1~30號
住宅竊盜,1070311,14~16,臺北市南港區南深路23巷1~30號
住宅竊盜,1070311,14~16,臺北市松山區民權東路3段151~180號
住宅竊盜,1070312,10~12,臺北市信義區吳興街600巷76弄91~120號
住宅竊盜,1070312,10~12,臺北市大安區大學里新生南路3段70巷2弄1~30號
住宅竊盜,1070312,14~16,臺北市士林區天玉里天玉路27巷1~30號
住宅竊盜,1070312,22~24,臺北市北投區開明里復興四路61~90號
住宅竊盜,1070313,08~10,臺北市大安區學府里基隆路3段155巷91~120號
住宅竊盜,1070313,08~10,臺北市文山區木新里031鄰木新路2段121~150號
住宅竊盜,1070313,16~18,臺北市萬華區寶興街80巷31~60號
住宅竊盜,1070315,00~02,臺北市南港區新光里東新街180巷1~30號
住宅竊盜,1070315,04~06,臺北市南港區研究院路3段86巷1~30號
住宅竊盜,1070315,08~10,臺北市信義區基隆路2段1~30號
住宅竊盜,1070315,10~12,臺北市萬華區艋舺大道86巷7弄1~30號
住宅竊盜,1070315,18~20,臺北市南港區研究院路2段12巷14弄1~30號
住宅竊盜,1070315,18~20,臺北市大安區龍雲里復興南路2段125巷1~30號
住宅竊盜,1070315,20~22,臺北市萬華區環河南路3段1~30號
住宅竊盜,1070318,00~02,臺北市南港區忠孝東路6段70巷21弄1~30號
住宅竊盜,1070318,20~22,臺北市北投區行義路186巷31~60號
住宅竊盜,1070319,08~10,臺北市萬華區長泰街139巷
住宅竊盜,1070319,18~20,臺北市文山區萬年里羅斯福路5段170巷3弄1~30號
住宅竊盜,1070320,02~04,臺北市南港區舊莊街1段31~60號
住宅竊盜,1070320,12~14,臺北市士林區富洲里12鄰延平北路9段211~240號
住宅竊盜,1070320,22~24,臺北市內湖區星雲街68巷1~30號
住宅竊盜,1070321,12~14,臺北市文山區景慶里溪口街85巷10弄1~30號
住宅竊盜,1070325,08~10,臺北市大安區法治里樂利路111巷1~30號
住宅竊盜,1070328,00~02,臺北市文山區興泰里2鄰興隆路2段301巷11弄1~30號
住宅竊盜,1070330,14~16,臺北市南港區研究院路2段61巷3弄1~30號
住宅竊盜,1070331,20~22,臺北市北投區立農里吉利街123巷11弄1~30號
住宅竊盜,1070402,02~04,臺北市萬華區西寧南路1~30號
住宅竊盜,1070402,18~20,臺北市士林區天福里天母東路8巷91~120號
住宅竊盜,1070403,10~12,臺北市南港區研究院路3段161巷1~30號
住宅竊盜,1070405,10~12,臺北市文山區萬美里009鄰萬安街21巷1~30號
住宅竊盜,1070405,10~12,臺北市萬華區東園街66巷7弄1~30號
住宅竊盜,1070406,08~10,臺北市北投區永和里行義路186巷26弄1~30號
住宅竊盜,1070409,10~12,臺北市中山區新生北路2段133巷1~30號
住宅竊盜,1070409,10~12,臺北市士林區後港里24鄰通河東街2段1~30號
住宅竊盜,1070412,12~14,臺北市中山區中山北路1段33巷43之1~30號
住宅竊盜,1070412,14~16,臺北市信義區安康里信義路6段15巷18弄1~30號
住宅竊盜,1070415,00~02,臺北市大安區大學里辛亥路1段34巷1~30號
住宅竊盜,1070415,20~22,臺北市北投區一德里中央北路4段121~150號
住宅竊盜,1070416,08~10,臺北市南港區九如里研究院路3段161巷臨22號
住宅竊盜,1070416,12~14,臺北市北投區榮華里明德路150巷31~60號
住宅竊盜,1070416,12~14,臺北市信義區敦厚里基隆路1段121~150號
住宅竊盜,1070416,16~18,臺北市北投區榮華里明德路136巷1~30號
住宅竊盜,1070417,14~16,臺北市北投區中和街234巷1~30號
住宅竊盜,1070420,00~02,臺北市大安區信義路3段91~120號
住宅竊盜,1070420,10~12,臺北市文山區明義里005鄰木柵路2段168巷1~30號
住宅竊盜,1070422,20~22,臺北市中山區雙城街28巷1~30號
住宅竊盜,1070423,10~12,臺北市中山區農安街241~270號
住宅竊盜,1070423,10~12,臺北市大同區太原路11巷1~30號
住宅竊盜,1070424,10~12,臺北市文山區萬年里公館街61巷1~30號
住宅竊盜,1070424,12~14,臺北市南港區市民大道7段181~210號
住宅竊盜,1070424,16~18,臺北市北投區尊賢里尊賢街218巷1~30號
住宅竊盜,1070424,16~18,臺北市南港區合成里20鄰市民大路7段211~240號
住宅竊盜,1070425,18~20,臺北市南港區研究院路2段12巷14弄1~30號
住宅竊盜,1070426,04~06,臺北市大安區民炤里新生南路1段165巷1~30號
住宅竊盜,1070426,10~12,臺北市中正區梅花里忠孝東路2段39巷2弄1~30號
住宅竊盜,1070427,22~24,臺北市士林區芝山里德行東路271~300號
住宅竊盜,1070428,08~10,臺北市信義區六合里信義路5段150巷400弄1~30號
住宅竊盜,1070430,10~12,臺北市南港區研究院路2段70巷31~60號
住宅竊盜,1070501,00~02,臺北市中山區中山北路2段115巷1~30號
住宅竊盜,1070501,08~10,臺北市南港區舊莊里舊莊街1段31~60號
住宅竊盜,1070501,18~20,臺北市中山區林森北路301~330號
住宅竊盜,1070503,10~12,臺北市南港區南港里東南街1~30號
住宅竊盜,1070503,12~14,臺北市大安區民輝里濟南路3段1~30號
住宅竊盜,1070504,18~20,臺北市信義區大道里忠孝東路5段751~780號
住宅竊盜,1070506,18~20,臺北市中正區新營里潮州街3巷4弄1~30號
住宅竊盜,1070507,10~12,臺北市萬華區中華路1段181~210號
住宅竊盜,1070507,14~16,臺北市文山區政大里016鄰萬壽路61巷1~30號
住宅竊盜,1070508,02~04,臺北市信義區景勤里吳興街156巷22弄1~30號
住宅竊盜,1070508,02~04,臺北市中山區中山北路1段91~120號
住宅竊盜,1070509,10~12,臺北市北投區一德里學園路1~30號
住宅竊盜,1070509,12~14,臺北市大同區蘭州街91~120號
住宅竊盜,1070509,14~16,臺北市士林區天和里中山北路7段190巷1~30號
住宅竊盜,1070510,18~20,臺北市內湖區週美里19鄰南京東路6段151~180號
住宅竊盜,1070512,02~04,臺北市士林區天玉里12鄰天母北路4巷1~30號
住宅竊盜,1070512,14~16,臺北市北投區中央里北投路1段91巷1~30號
住宅竊盜,1070512,16~18,臺北市南港區玉成街140巷1~30號
住宅竊盜,1070513,10~12,臺北市士林區富洲里延平北路8段151~180號
住宅竊盜,1070513,18~20,臺北市內湖區康寧路1段271~300號
住宅竊盜,1070516,02~04,臺北市信義區泰和里松仁路281巷66弄1~30號
住宅竊盜,1070516,14~16,臺北市中正區光復里漢口街1段1~30號
住宅竊盜,1070517,18~20,臺北市中正區光復里漢口街1段1~30號
住宅竊盜,1070518,20~22,臺北市大安區龍坡里泰順街27巷1~30號
住宅竊盜,1070518,22~24,臺北市中正區徐州路1~30號
住宅竊盜,1070518,22~24,臺北市中正區東門里徐州路1~30號
住宅竊盜,1070520,16~18,臺北市大同區承德路2段31~60號
住宅竊盜,1070520,22~24,臺北市文山區萬美里004鄰萬利街30巷61~90號
住宅竊盜,1070523,22~24,臺北市內湖區成功路2段361~390號
住宅竊盜,1070524,00~02,臺北市中正區黎明里漢口街1段1~30號
住宅竊盜,1070525,10~12,臺北市中正區三愛里仁愛路2段98巷1~30號
住宅竊盜,1070526,18~20,臺北市信義區富台里松山路342巷1~30號
住宅竊盜,1070527,02~04,臺北市大同區承德路2段155巷1~30號
住宅竊盜,1070527,08~10,臺北市大安區敦煌里安和路1段127巷29弄1~30號
住宅竊盜,1070527,14~16,臺北市萬華區水源路181~210號
住宅竊盜,1070528,10~12,臺北市中山區新生北路3段61~90號
住宅竊盜,1070529,08~10,臺北市信義區三犁里信義路5段150巷1~30號
住宅竊盜,1070601,22~24,臺北市北投區智仁里杏林三路1~30號
住宅竊盜,1070603,06~08,臺北市北投區吉利里致遠二路95巷31~60號
住宅竊盜,1070604,22~24,臺北市大安區誠安里復興南路1段61~90號
住宅竊盜,1070605,16~18,臺北市萬華區桂林路31~60號
住宅竊盜,1070606,10~12,臺北市北投區關渡里知行路3巷1~30號
住宅竊盜,1070606,22~24,臺北市內湖區環山路1段1~30號
住宅竊盜,1070607,02~04,臺北市北投區裕民里東陽街468巷1~30號
住宅竊盜,1070608,04~06,臺北市中正區林興里羅斯福路3段128巷36弄1~30號
住宅竊盜,1070610,12~14,臺北市大安區正聲里光復南路290巷31~60號
住宅竊盜,1070611,02~04,臺北市中正區文北里杭州南路1段111巷1~30號
住宅竊盜,1070612,22~24,臺北市信義區黎忠里和平東路3段435巷10弄1~30號
住宅竊盜,1070613,02~04,臺北市大安區龍泉里師大路1~30號
住宅竊盜,1070613,12~14,臺北市萬華區萬大路241~270號
住宅竊盜,1070614,10~12,臺北市北投區福興里致遠一路2段71巷1~30號
住宅竊盜,1070614,22~24,臺北市中山區合江街100巷1~30號
住宅竊盜,1070615,00~02,臺北市南港區成福路61~90號
住宅竊盜,1070615,18~20,臺北市南港區新富里4鄰富康街1巷16弄1~30號
住宅竊盜,1070616,02~04,臺北市南港區成福路180巷1~30號
住宅竊盜,1070618,16~18,臺北市中正區三愛里新生南路1段170巷1~30號
住宅竊盜,1070619,10~12,臺北市士林區承德里承德路4段58巷31~60號
住宅竊盜,1070620,20~22,臺北市南港區成福里成福路121巷1~30號
住宅竊盜,1070621,00~02,臺北市大安區龍圖里瑞安街208巷47弄1~30號
住宅竊盜,1070622,00~02,臺北市大安區義村里忠孝東路3段151~180號
住宅竊盜,1070622,06~08,臺北市中正區幸市里新生南路1段60巷1~30號
住宅竊盜,1070623,14~16,臺北市松山區撫遠街400巷61~90號
住宅竊盜,1070623,18~20,臺北市文山區萬芳里020鄰萬安街44巷1~30號
住宅竊盜,1070623,22~24,臺北市中山區大直街2巷1~30號
住宅竊盜,1070624,14~16,臺北市內湖區成功路2段486巷1~30號
住宅竊盜,1070625,12~14,臺北市松山區民權東路3段106巷15弄1~30號
住宅竊盜,1070625,20~22,臺北市內湖區港華街1~30號
住宅竊盜,1070626,10~12,臺北市士林區福順里12鄰延平北路5段136巷8弄1~30號
住宅竊盜,1070626,10~12,臺北市信義區忠孝東路5段1~30號
住宅竊盜,1070626,14~16,臺北市北投區榮光里西安街1段293巷1~30號
住宅竊盜,1070627,08~10,臺北市大安區龍坡里2鄰溫州街11巷1~30號
住宅竊盜,1070627,14~16,臺北市松山區富錦街572巷1~30號
住宅竊盜,1070627,14~16,臺北市松山區富錦街572巷1~30號
住宅竊盜,1070628,06~08,臺北市大安區錦華里杭州南路2段93巷1~30號
住宅竊盜,1070629,12~14,臺北市內湖區康樂街186巷1~30號
住宅竊盜,1070629,16~18,臺北市松山區新中街10巷1~30號
住宅竊盜,1070630,04~06,臺北市北投區開明里復興一路31~60號
住宅竊盜,1070630,08~10,臺北市松山區南京東路4段133巷7弄31~60號
住宅竊盜,1070630,20~22,臺北市松山區八德路2段437巷1弄1~30號
住宅竊盜,1070701,00~02,臺北市大安區和平東路3段606巷31~60號
住宅竊盜,1070701,10~12,臺北市萬華區和平西路3段301~330號
住宅竊盜,1070702,14~16,臺北市中山區撫順街1~30號
